CODRE;NOMRE;NIVEL;COD_TCE;CODRENUMERO;NOMREC;VALIDO;TIPO;IMPORTADO;CODRE_ORIGEM;ENVIADO_TCE;CONTA_SICONFI;CORRELACIONADO;ALTERADO_TCE;N1;N2;N3;N4;N5;N6;N7;N8;N9;N10;PERMITE_DESDOBRO;N11;CONTA_MATRIZ;EXCLUIDO;PK_RECTAB;DB;
1113.03.1.7.00.00;IRRF-TRABALHO-DÍVIDA ATIVA MULTAS;7;;111303170000;IMPOSTO SOBRE A RENDA – RETIDO NA FONTE – TRABALHO – DÍVIDA ATIVA – MULTAS COM DESTINAÇÃO DIFERENCIADA POR LEGISLAÇÃO PERTINENTE;S;A;S;1113.03.1.7.00.00;;;;;1000.00.0.0.00.00;1100.00.0.0.00.00;1110.00.0.0.00.00;1113.00.0.0.00.00;1113.03.0.0.00.00;1113.03.1.0.00.00;1113.03.1.7.00.00;1113.03.1.7.00.00;1113.03.1.7.00.00;;;;;;24000000000000214;1;
1113.03.1.8.00.00;IRRF-TRABALHO- DÍVIDA ATIVA JUROS;7;;111303180000;IMPOSTO SOBRE A RENDA – RETIDO NA FONTE – TRABALHO – DÍVIDA ATIVA – JUROS COM DESTINAÇÃO DIFERENCIADA POR LEGISLAÇÃO PERTINENTE;S;A;S;1113.03.1.8.00.00;;;;;1000.00.0.0.00.00;1100.00.0.0.00.00;1110.00.0.0.00.00;1113.00.0.0.00.00;1113.03.0.0.00.00;1113.03.1.0.00.00;1113.03.1.8.00.00;1113.03.1.8.00.00;1113.03.1.8.00.00;;;;;;24000000000000215;1;
1113.03.2.0.00.00;IMPOSTO SOBRE A RENDA - RETIDO NA FONTE - CAPITAL;6;;111303200000;IMPOSTO SOBRE A RENDA – RETIDO NA FONTE – CAPITAL;S;S;S;1113.03.2.0.00.00;;;;;1000.00.0.0.00.00;1100.00.0.0.00.00;1110.00.0.0.00.00;1113.00.0.0.00.00;1113.03.0.0.00.00;1113.03.2.0.00.00;1113.03.2.0.00.00;1113.03.2.0.00.00;1113.03.2.0.00.00;;;;;;24000000000000216;1;
1113.03.2.1.00.00;IRRF- CAPITAL - PRINCIPAL;7;;111303210000;IMPOSTO SOBRE A RENDA – RETIDO NA FONTE – CAPITAL – PRINCIPAL;S;A;S;1113.03.2.1.00.00;;;;;1000.00.0.0.00.00;1100.00.0.0.00.00;1110.00.0.0.00.00;1113.00.0.0.00.00;1113.03.0.0.00.00;1113.03.2.0.00.00;1113.03.2.1.00.00;1113.03.2.1.00.00;1113.03.2.1.00.00;;;;;;24000000000000217;1;
1113.03.2.2.00.00;IRRF- CAPITAL -MULTAS E JUROS;7;;111303220000;IMPOSTO SOBRE A RENDA – RETIDO NA FONTE – CAPITAL – MULTAS E JUROS;S;A;S;1113.03.2.2.00.00;;;;;1000.00.0.0.00.00;1100.00.0.0.00.00;1110.00.0.0.00.00;1113.00.0.0.00.00;1113.03.0.0.00.00;1113.03.2.0.00.00;1113.03.2.2.00.00;1113.03.2.2.00.00;1113.03.2.2.00.00;;;;;;24000000000000218;1;
1113.03.2.3.00.00;IRRF- CAPITAL - DIVIDA ATIVA;7;;111303230000;IMPOSTO SOBRE A RENDA – RETIDO NA FONTE – CAPITAL – DÍVIDA ATIVA;S;A;S;1113.03.2.3.00.00;;;;;1000.00.0.0.00.00;1100.00.0.0.00.00;1110.00.0.0.00.00;1113.00.0.0.00.00;1113.03.0.0.00.00;1113.03.2.0.00.00;1113.03.2.3.00.00;1113.03.2.3.00.00;1113.03.2.3.00.00;;;;;;24000000000000219;1;
1113.03.2.4.00.00;IRRF- CAPITAL -DIVIDA ATIVA MULTAS JUROS;7;;111303240000;IMPOSTO SOBRE A RENDA – RETIDO NA FONTE – CAPITAL – DÍVIDA ATIVA – MULTAS E JUROS;S;A;S;1113.03.2.4.00.00;;;;;1000.00.0.0.00.00;1100.00.0.0.00.00;1110.00.0.0.00.00;1113.00.0.0.00.00;1113.03.0.0.00.00;1113.03.2.0.00.00;1113.03.2.4.00.00;1113.03.2.4.00.00;1113.03.2.4.00.00;;;;;;24000000000000220;1;
1113.03.2.5.00.00;IRRF- CAPITAL -MULTAS;7;;111303250000;IMPOSTO SOBRE A RENDA – RETIDO NA FONTE – CAPITAL – MULTAS COM DESTINAÇÃO DIFERENCIADA POR LEGISLAÇÃO PERTINENTE;S;A;S;1113.03.2.5.00.00;;;;;1000.00.0.0.00.00;1100.00.0.0.00.00;1110.00.0.0.00.00;1113.00.0.0.00.00;1113.03.0.0.00.00;1113.03.2.0.00.00;1113.03.2.5.00.00;1113.03.2.5.00.00;1113.03.2.5.00.00;;;;;;24000000000000221;1;
1113.03.2.6.00.00;IRRF- CAPITAL -JUROS;7;;111303260000;IMPOSTO SOBRE A RENDA – RETIDO NA FONTE – CAPITAL – JUROS COM DESTINAÇÃO DIFERENCIADA POR LEGISLAÇÃO PERTINENTE;S;A;S;1113.03.2.6.00.00;;;;;1000.00.0.0.00.00;1100.00.0.0.00.00;1110.00.0.0.00.00;1113.00.0.0.00.00;1113.03.0.0.00.00;1113.03.2.0.00.00;1113.03.2.6.00.00;1113.03.2.6.00.00;1113.03.2.6.00.00;;;;;;24000000000000222;1;
1113.03.2.7.00.00;IRRF-CAPITAL-DÍVIDA ATIVA MULTAS;7;;111303270000;IMPOSTO SOBRE A RENDA – RETIDO NA FONTE – CAPITAL – DÍVIDA ATIVA – MULTAS COM DESTINAÇÃO DIFERENCIADA POR LEGISLAÇÃO PERTINENTE;S;A;S;1113.03.2.7.00.00;;;;;1000.00.0.0.00.00;1100.00.0.0.00.00;1110.00.0.0.00.00;1113.00.0.0.00.00;1113.03.0.0.00.00;1113.03.2.0.00.00;1113.03.2.7.00.00;1113.03.2.7.00.00;1113.03.2.7.00.00;;;;;;24000000000000223;1;
1113.03.2.8.00.00;IRRF- CAPITAL - DÍVIDA ATIVA JUROS;7;;111303280000;IMPOSTO SOBRE A RENDA – RETIDO NA FONTE – CAPITAL – DÍVIDA ATIVA – JUROS COM DESTINAÇÃO DIFERENCIADA POR LEGISLAÇÃO PERTINENTE;S;A;S;1113.03.2.8.00.00;;;;;1000.00.0.0.00.00;1100.00.0.0.00.00;1110.00.0.0.00.00;1113.00.0.0.00.00;1113.03.0.0.00.00;1113.03.2.0.00.00;1113.03.2.8.00.00;1113.03.2.8.00.00;1113.03.2.8.00.00;;;;;;24000000000000224;1;
1113.03.4.0.00.00;IRRF- OUTROS RENDIMENTOS;6;;111303400000;IMPOSTO SOBRE A RENDA – RETIDO NA FONTE – OUTROS RENDIMENTOS;S;S;S;1113.03.4.0.00.00;;;;;1000.00.0.0.00.00;1100.00.0.0.00.00;1110.00.0.0.00.00;1113.00.0.0.00.00;1113.03.0.0.00.00;1113.03.4.0.00.00;1113.03.4.0.00.00;1113.03.4.0.00.00;1113.03.4.0.00.00;;;;;;24000000000000225;1;
1113.03.4.1.00.00;IRRF- OUTROS RENDIMENTOS-PRINCIPAL;7;;111303410000;IMPOSTO SOBRE A RENDA – RETIDO NA FONTE – OUTROS RENDIMENTOS – PRINCIPAL;S;A;S;1113.03.4.1.00.00;;;;;1000.00.0.0.00.00;1100.00.0.0.00.00;1110.00.0.0.00.00;1113.00.0.0.00.00;1113.03.0.0.00.00;1113.03.4.0.00.00;1113.03.4.1.00.00;1113.03.4.1.00.00;1113.03.4.1.00.00;;S;;11130341;;24000000000000226;1;
1113.03.4.1.01.00;I.R. Retido nas Fontes - Outros Rendimentos - P. J;8;;111303410100;I.R. Retido nas Fontes - Outros Rendimentos - P. J;S;A;N;1113.03.4.1.00.00;;;;;1000.00.0.0.00.00;1100.00.0.0.00.00;1110.00.0.0.00.00;1113.00.0.0.00.00;1113.03.0.0.00.00;1113.03.4.0.00.00;1113.03.4.1.00.00;1113.03.4.1.01.00;1113.03.4.1.01.00;;;;;;24000000000000008;1;
1113.03.4.1.03.00;I.R. Retido nas Fontes - Outros Rendimentos - P. F;8;;111303410300;I.R. Retido nas Fontes - Outros Rendimentos - P. F;S;A;N;1113.03.4.1.00.00;;;;;1000.00.0.0.00.00;1100.00.0.0.00.00;1110.00.0.0.00.00;1113.00.0.0.00.00;1113.03.0.0.00.00;1113.03.4.0.00.00;1113.03.4.1.00.00;1113.03.4.1.03.00;1113.03.4.1.03.00;;;;;;24000000000000009;1;
1113.03.4.2.00.00;IRRF- OUTROS RENDIMENTOS-MULTAS E JUROS;7;;111303420000;IMPOSTO SOBRE A RENDA – RETIDO NA FONTE – OUTROS RENDIMENTOS – MULTAS E JUROS;S;A;S;1113.03.4.2.00.00;;;;;1000.00.0.0.00.00;1100.00.0.0.00.00;1110.00.0.0.00.00;1113.00.0.0.00.00;1113.03.0.0.00.00;1113.03.4.0.00.00;1113.03.4.2.00.00;1113.03.4.2.00.00;1113.03.4.2.00.00;;;;;;24000000000000227;1;
1113.03.4.3.00.00;IRRF- OUTROS RENDIMENTOS- DIVIDA ATIVA;7;;111303430000;IMPOSTO SOBRE A RENDA – RETIDO NA FONTE – OUTROS RENDIMENTOS – DÍVIDA ATIVA;S;A;S;1113.03.4.3.00.00;;;;;1000.00.0.0.00.00;1100.00.0.0.00.00;1110.00.0.0.00.00;1113.00.0.0.00.00;1113.03.0.0.00.00;1113.03.4.0.00.00;1113.03.4.3.00.00;1113.03.4.3.00.00;1113.03.4.3.00.00;;;;;;24000000000000228;1;
1113.03.4.4.00.00;IRRF- OUTROS RENDIMENTOS-DIVIDA ATIVA MULTAS JUROS;7;;111303440000;IMPOSTO SOBRE A RENDA – RETIDO NA FONTE – OUTROS RENDIMENTOS – DÍVIDA ATIVA – MULTAS E JUROS;S;A;S;1113.03.4.4.00.00;;;;;1000.00.0.0.00.00;1100.00.0.0.00.00;1110.00.0.0.00.00;1113.00.0.0.00.00;1113.03.0.0.00.00;1113.03.4.0.00.00;1113.03.4.4.00.00;1113.03.4.4.00.00;1113.03.4.4.00.00;;;;;;24000000000000229;1;
1113.03.4.5.00.00;IRRF- OUTROS RENDIMENTOS-MULTAS;7;;111303450000;IMPOSTO SOBRE A RENDA – RETIDO NA FONTE – OUTROS RENDIMENTOS – MULTAS COM DESTINAÇÃO DIFERENCIADA POR LEGISLAÇÃO PERTINENTE;S;A;S;1113.03.4.5.00.00;;;;;1000.00.0.0.00.00;1100.00.0.0.00.00;1110.00.0.0.00.00;1113.00.0.0.00.00;1113.03.0.0.00.00;1113.03.4.0.00.00;1113.03.4.5.00.00;1113.03.4.5.00.00;1113.03.4.5.00.00;;;;;;24000000000000230;1;
1113.03.4.6.00.00;IRRF- OUTROS RENDIMENTOS-JUROS;7;;111303460000;IMPOSTO SOBRE A RENDA – RETIDO NA FONTE – OUTROS RENDIMENTOS – JUROS COM DESTINAÇÃO DIFERENCIADA POR LEGISLAÇÃO PERTINENTE;S;A;S;1113.03.4.6.00.00;;;;;1000.00.0.0.00.00;1100.00.0.0.00.00;1110.00.0.0.00.00;1113.00.0.0.00.00;1113.03.0.0.00.00;1113.03.4.0.00.00;1113.03.4.6.00.00;1113.03.4.6.00.00;1113.03.4.6.00.00;;;;;;24000000000000231;1;
1113.03.4.7.00.00;IRRF- OUTROS RENDIMENTOS-DÍVIDA ATIVA MULTAS;7;;111303470000;IMPOSTO SOBRE A RENDA – RETIDO NA FONTE – OUTROS RENDIMENTOS – DÍVIDA ATIVA – MULTAS COM DESTINAÇÃO DIFERENCIADA POR LEGISLAÇÃO PERTINENTE;S;A;S;1113.03.4.7.00.00;;;;;1000.00.0.0.00.00;1100.00.0.0.00.00;1110.00.0.0.00.00;1113.00.0.0.00.00;1113.03.0.0.00.00;1113.03.4.0.00.00;1113.03.4.7.00.00;1113.03.4.7.00.00;1113.03.4.7.00.00;;;;;;24000000000000232;1;
1113.03.4.8.00.00;IRRF- OUTROS RENDIMENTOS- DÍVIDA ATIVA JUROS;7;;111303480000;IMPOSTO SOBRE A RENDA – RETIDO NA FONTE – OUTROS RENDIMENTOS – DÍVIDA ATIVA – JUROS COM DESTINAÇÃO DIFERENCIADA POR LEGISLAÇÃO PERTINENTE;S;A;S;1113.03.4.8.00.00;;;;;1000.00.0.0.00.00;1100.00.0.0.00.00;1110.00.0.0.00.00;1113.00.0.0.00.00;1113.03.0.0.00.00;1113.03.4.0.00.00;1113.03.4.8.00.00;1113.03.4.8.00.00;1113.03.4.8.00.00;;;;;;24000000000000233;1;
1114.00.0.0.00.00;IMPOSTO PRODUÇÃO CIRCULAÇÃO MERCADORIAS SERVIÇOS;4;;111400000000;IMPOSTOS SOBRE A PRODUÇÃO E CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS;S;S;S;1114.00.0.0.00.00;;;;;1000.00.0.0.00.00;1100.00.0.0.00.00;1110.00.0.0.00.00;1114.00.0.0.00.00;1114.00.0.0.00.00;1114.00.0.0.00.00;1114.00.0.0.00.00;1114.00.0.0.00.00;1114.00.0.0.00.00;;;;;;24000000000000234;1;
1114.51.0.0.00.00;IMPOSTOS SOBRE SERVIÇOS;5;;111451000000;IMPOSTOS SOBRE SERVIÇOS;S;S;S;1114.51.0.0.00.00;;;;;1000.00.0.0.00.00;1100.00.0.0.00.00;1110.00.0.0.00.00;1114.00.0.0.00.00;1114.51.0.0.00.00;1114.51.0.0.00.00;1114.51.0.0.00.00;1114.51.0.0.00.00;1114.51.0.0.00.00;;;;;;24000000000000235;1;
1114.51.1.0.00.00;IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN;6;;111451100000;IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA – ISSQN;S;S;S;1114.51.1.0.00.00;;;;;1000.00.0.0.00.00;1100.00.0.0.00.00;1110.00.0.0.00.00;1114.00.0.0.00.00;1114.51.0.0.00.00;1114.51.1.0.00.00;1114.51.1.0.00.00;1114.51.1.0.00.00;1114.51.1.0.00.00;;;;;;24000000000000236;1;
1114.51.1.1.00.00;ISSQN - PRINCIPAL;7;;111451110000;IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA – ISSQN – PRINCIPAL;S;A;S;1114.51.1.1.00.00;;;;;1000.00.0.0.00.00;1100.00.0.0.00.00;1110.00.0.0.00.00;1114.00.0.0.00.00;1114.51.0.0.00.00;1114.51.1.0.00.00;1114.51.1.1.00.00;1114.51.1.1.00.00;1114.51.1.1.00.00;;S;;11145111;;24000000000000237;1;
1114.51.1.1.01.00;ISSQN - Proprio - Principal;8;;111451110100;ISSQN - Proprio - Principal;S;A;N;1114.51.1.1.00.00;;;;;1000.00.0.0.00.00;1100.00.0.0.00.00;1110.00.0.0.00.00;1114.00.0.0.00.00;1114.51.0.0.00.00;1114.51.1.0.00.00;1114.51.1.1.00.00;1114.51.1.1.01.00;1114.51.1.1.01.00;;;;;;24000000000000010;1;
1114.51.1.1.02.00;ISS PRINCIPAL - Transf. SNA - Simples Nacional;8;;111451110200;ISS PRINCIPAL - Transf. SNA - Simples Nacional;S;A;N;1114.51.1.1.00.00;;;;;1000.00.0.0.00.00;1100.00.0.0.00.00;1110.00.0.0.00.00;1114.00.0.0.00.00;1114.51.0.0.00.00;1114.51.1.0.00.00;1114.51.1.1.00.00;1114.51.1.1.02.00;1114.51.1.1.02.00;;;;;;24000000000000011;1;
1114.51.1.1.03.00;ISSQN - Proprio - Principal - Receitas a Classific;8;;111451110300;ISSQN - Proprio - Principal - Receitas a Classific;S;A;N;1114.51.1.1.00.00;;;;;1000.00.0.0.00.00;1100.00.0.0.00.00;1110.00.0.0.00.00;1114.00.0.0.00.00;1114.51.0.0.00.00;1114.51.1.0.00.00;1114.51.1.1.00.00;1114.51.1.1.03.00;1114.51.1.1.03.00;;;;;;24000000000000102;1;
1114.51.1.1.04.00;ISSQN - Retençao - Pessoa Fisica - Principal;8;;111451110400;ISSQN - Retençao - Pessoa Fisica - Principal;S;A;N;1114.51.1.1.00.00;;;;;1000.00.0.0.00.00;1100.00.0.0.00.00;1110.00.0.0.00.00;1114.00.0.0.00.00;1114.51.0.0.00.00;1114.51.1.0.00.00;1114.51.1.1.00.00;1114.51.1.1.04.00;1114.51.1.1.04.00;;;;;;24000000000000012;1;
1114.51.1.2.00.00;ISSQN -MULTAS E JUROS;7;;111451120000;IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA – ISSQN – MULTAS E JUROS;S;A;S;1114.51.1.2.00.00;;;;;1000.00.0.0.00.00;1100.00.0.0.00.00;1110.00.0.0.00.00;1114.00.0.0.00.00;1114.51.0.0.00.00;1114.51.1.0.00.00;1114.51.1.2.00.00;1114.51.1.2.00.00;1114.51.1.2.00.00;;S;;11145112;;24000000000000238;1;
1114.51.1.2.01.00;ISSQN - Multas e Juros;8;;111451120100;ISSQN - Multas e Juros;S;A;N;1114.51.1.2.00.00;;;;;1000.00.0.0.00.00;1100.00.0.0.00.00;1110.00.0.0.00.00;1114.00.0.0.00.00;1114.51.0.0.00.00;1114.51.1.0.00.00;1114.51.1.2.00.00;1114.51.1.2.01.00;1114.51.1.2.01.00;;;;;;24000000000000013;1;
1114.51.1.3.00.00;ISSQN - DIVIDA ATIVA;7;;111451130000;IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA – ISSQN – DÍVIDA ATIVA;S;A;S;1114.51.1.3.00.00;;;;;1000.00.0.0.00.00;1100.00.0.0.00.00;1110.00.0.0.00.00;1114.00.0.0.00.00;1114.51.0.0.00.00;1114.51.1.0.00.00;1114.51.1.3.00.00;1114.51.1.3.00.00;1114.51.1.3.00.00;;S;;11145113;;24000000000000239;1;
1114.51.1.3.01.00;Receita Divida Ativa do Imposto s/ISSQN;8;;111451130100;Receita Divida Ativa do Imposto s/ISSQN;S;A;N;1114.51.1.3.00.00;;;;;1000.00.0.0.00.00;1100.00.0.0.00.00;1110.00.0.0.00.00;1114.00.0.0.00.00;1114.51.0.0.00.00;1114.51.1.0.00.00;1114.51.1.3.00.00;1114.51.1.3.01.00;1114.51.1.3.01.00;;;;;;24000000000000014;1;
1114.51.1.3.02.00;Atualiz. Monetar. Div. Ativa do  ISS (INSCRITO);8;;111451130200;Atualiz. Monetar. Div. Ativa do  ISS (INSCRITO);S;A;N;1114.51.1.3.00.00;;;;;1000.00.0.0.00.00;1100.00.0.0.00.00;1110.00.0.0.00.00;1114.00.0.0.00.00;1114.51.0.0.00.00;1114.51.1.0.00.00;1114.51.1.3.00.00;1114.51.1.3.02.00;1114.51.1.3.02.00;;;;;;24000000000000103;1;
1114.51.1.3.03.00;ISSQN - Div. Ativa. Atualiz. Monet. (Atraso);8;;111451130300;ISSQN - Div. Ativa. Atualiz. Monet. (Atraso);S;A;N;1114.51.1.3.00.00;;;;;1000.00.0.0.00.00;1100.00.0.0.00.00;1110.00.0.0.00.00;1114.00.0.0.00.00;1114.51.0.0.00.00;1114.51.1.0.00.00;1114.51.1.3.00.00;1114.51.1.3.03.00;1114.51.1.3.03.00;;;;;;24000000000000104;1;
1114.51.1.4.00.00;ISSQN -DIVIDA ATIVA MULTAS JUROS;7;;111451140000;IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA – ISSQN – DÍVIDA ATIVA – MULTAS E JUROS;S;A;S;1114.51.1.4.00.00;;;;;1000.00.0.0.00.00;1100.00.0.0.00.00;1110.00.0.0.00.00;1114.00.0.0.00.00;1114.51.0.0.00.00;1114.51.1.0.00.00;1114.51.1.4.00.00;1114.51.1.4.00.00;1114.51.1.4.00.00;;S;;11145114;;24000000000000240;1;
1114.51.1.4.01.00;Multas e Juros de mora divida ativa imp s/ISSQN;8;;111451140100;Multas e Juros de mora divida ativa imp s/ISSQN;S;A;N;1114.51.1.4.00.00;;;;;1000.00.0.0.00.00;1100.00.0.0.00.00;1110.00.0.0.00.00;1114.00.0.0.00.00;1114.51.0.0.00.00;1114.51.1.0.00.00;1114.51.1.4.00.00;1114.51.1.4.01.00;1114.51.1.4.01.00;;;;;;24000000000000015;1;
1114.51.1.4.02.00;ISSQN - Divida Ativa - Multas e Juros (Inscrito);8;;111451140200;ISSQN - Divida Ativa - Multas e Juros (Inscrito);S;A;N;1114.51.1.4.00.00;;;;;1000.00.0.0.00.00;1100.00.0.0.00.00;1110.00.0.0.00.00;1114.00.0.0.00.00;1114.51.0.0.00.00;1114.51.1.0.00.00;1114.51.1.4.00.00;1114.51.1.4.02.00;1114.51.1.4.02.00;;;;;;24000000000000016;1;
1114.51.1.5.00.00;ISSQN -MULTAS;7;;111451150000;IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA – ISSQN – MULTAS COM DESTINAÇÃO DIFERENCIADA POR LEGISLAÇÃO PERTINENTE;S;A;S;1114.51.1.5.00.00;;;;;1000.00.0.0.00.00;1100.00.0.0.00.00;1110.00.0.0.00.00;1114.00.0.0.00.00;1114.51.0.0.00.00;1114.51.1.0.00.00;1114.51.1.5.00.00;1114.51.1.5.00.00;1114.51.1.5.00.00;;;;;;24000000000000241;1;
1114.51.1.6.00.00;ISSQN -JUROS;7;;111451160000;IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA – ISSQN – JUROS COM DESTINAÇÃO DIFERENCIADA POR LEGISLAÇÃO PERTINENTE;S;A;S;1114.51.1.6.00.00;;;;;1000.00.0.0.00.00;1100.00.0.0.00.00;1110.00.0.0.00.00;1114.00.0.0.00.00;1114.51.0.0.00.00;1114.51.1.0.00.00;1114.51.1.6.00.00;1114.51.1.6.00.00;1114.51.1.6.00.00;;;;;;24000000000000242;1;
1114.51.1.7.00.00;ISSQN -DÍVIDA ATIVA MULTAS;7;;111451170000;IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA – ISSQN – DÍVIDA ATIVA – MULTAS COM DESTINAÇÃO DIFERENCIADA POR LEGISLAÇÃO PERTINENTE;S;A;S;1114.51.1.7.00.00;;;;;1000.00.0.0.00.00;1100.00.0.0.00.00;1110.00.0.0.00.00;1114.00.0.0.00.00;1114.51.0.0.00.00;1114.51.1.0.00.00;1114.51.1.7.00.00;1114.51.1.7.00.00;1114.51.1.7.00.00;;;;;;24000000000000243;1;
1114.51.1.8.00.00;ISSQN - DÍVIDA ATIVA JUROS;7;;111451180000;IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA – ISSQN – DÍVIDA ATIVA – JUROS COM DESTINAÇÃO DIFERENCIADA POR LEGISLAÇÃO PERTINENTE;S;A;S;1114.51.1.8.00.00;;;;;1000.00.0.0.00.00;1100.00.0.0.00.00;1110.00.0.0.00.00;1114.00.0.0.00.00;1114.51.0.0.00.00;1114.51.1.0.00.00;1114.51.1.8.00.00;1114.51.1.8.00.00;1114.51.1.8.00.00;;;;;;24000000000000244;1;
1114.51.2.0.00.00;ADICIONAL ISS - FUNDO MUNICIPAL DE COMBATE À POBREZA;6;;111451200000;ADICIONAL ISS – FUNDO MUNICIPAL DE COMBATE À POBREZA;S;S;S;1114.51.2.0.00.00;;;;;1000.00.0.0.00.00;1100.00.0.0.00.00;1110.00.0.0.00.00;1114.00.0.0.00.00;1114.51.0.0.00.00;1114.51.2.0.00.00;1114.51.2.0.00.00;1114.51.2.0.00.00;1114.51.2.0.00.00;;;;;;24000000000000245;1;
1114.51.2.1.00.00;ADICIONAL ISS-COMBATE  POBREZA-PRINCIPAL;7;;111451210000;ADICIONAL ISS – FUNDO MUNICIPAL DE COMBATE À POBREZA – PRINCIPAL;S;A;S;1114.51.2.1.00.00;;;;;1000.00.0.0.00.00;1100.00.0.0.00.00;1110.00.0.0.00.00;1114.00.0.0.00.00;1114.51.0.0.00.00;1114.51.2.0.00.00;1114.51.2.1.00.00;1114.51.2.1.00.00;1114.51.2.1.00.00;;;;;;24000000000000246;1;
1114.51.2.2.00.00;ADICIONAL ISS-COMBATE  POBREZA-MULTAS E JUROS;7;;111451220000;ADICIONAL ISS – FUNDO MUNICIPAL DE COMBATE À POBREZA – MULTAS E JUROS;S;A;S;1114.51.2.2.00.00;;;;;1000.00.0.0.00.00;1100.00.0.0.00.00;1110.00.0.0.00.00;1114.00.0.0.00.00;1114.51.0.0.00.00;1114.51.2.0.00.00;1114.51.2.2.00.00;1114.51.2.2.00.00;1114.51.2.2.00.00;;;;;;24000000000000247;1;
1114.51.2.3.00.00;ADICIONAL ISS-COMBATE  POBREZA- DIVIDA ATIVA;7;;111451230000;ADICIONAL ISS – FUNDO MUNICIPAL DE COMBATE À POBREZA – DÍVIDA ATIVA;S;A;S;1114.51.2.3.00.00;;;;;1000.00.0.0.00.00;1100.00.0.0.00.00;1110.00.0.0.00.00;1114.00.0.0.00.00;1114.51.0.0.00.00;1114.51.2.0.00.00;1114.51.2.3.00.00;1114.51.2.3.00.00;1114.51.2.3.00.00;;;;;;24000000000000248;1;
1114.51.2.4.00.00;ADICIONAL ISS-COMBATE  POBREZA-DIVIDA ATIVA MULTAS JUROS;7;;111451240000;ADICIONAL ISS – FUNDO MUNICIPAL DE COMBATE À POBREZA – DÍVIDA ATIVA – MULTAS E JUROS;S;A;S;1114.51.2.4.00.00;;;;;1000.00.0.0.00.00;1100.00.0.0.00.00;1110.00.0.0.00.00;1114.00.0.0.00.00;1114.51.0.0.00.00;1114.51.2.0.00.00;1114.51.2.4.00.00;1114.51.2.4.00.00;1114.51.2.4.00.00;;;;;;24000000000000249;1;
1114.51.2.5.00.00;ADICIONAL ISS-COMBATE  POBREZA-;7;;111451250000;ADICIONAL ISS – FUNDO MUNICIPAL DE COMBATE À POBREZA – MULTAS COM DESTINAÇÃO DIFERENCIADA POR LEGISLAÇÃO PERTINENTE;S;A;S;1114.51.2.5.00.00;;;;;1000.00.0.0.00.00;1100.00.0.0.00.00;1110.00.0.0.00.00;1114.00.0.0.00.00;1114.51.0.0.00.00;1114.51.2.0.00.00;1114.51.2.5.00.00;1114.51.2.5.00.00;1114.51.2.5.00.00;;;;;;24000000000000250;1;
1114.51.2.6.00.00;ADICIONAL ISS-COMBATE  POBREZA-JUROS;7;;111451260000;ADICIONAL ISS – FUNDO MUNICIPAL DE COMBATE À POBREZA – JUROS COM DESTINAÇÃO DIFERENCIADA POR LEGISLAÇÃO PERTINENTE;S;A;S;1114.51.2.6.00.00;;;;;1000.00.0.0.00.00;1100.00.0.0.00.00;1110.00.0.0.00.00;1114.00.0.0.00.00;1114.51.0.0.00.00;1114.51.2.0.00.00;1114.51.2.6.00.00;1114.51.2.6.00.00;1114.51.2.6.00.00;;;;;;24000000000000251;1;
1114.51.2.7.00.00;ADICIONAL ISS-COMBATE  POBREZA-DÍVIDA ATIVA MULTAS;7;;111451270000;ADICIONAL ISS – FUNDO MUNICIPAL DE COMBATE À POBREZA – DÍVIDA ATIVA – MULTAS COM DESTINAÇÃO DIFERENCIADA POR LEGISLAÇÃO PERTINENTE;S;A;S;1114.51.2.7.00.00;;;;;1000.00.0.0.00.00;1100.00.0.0.00.00;1110.00.0.0.00.00;1114.00.0.0.00.00;1114.51.0.0.00.00;1114.51.2.0.00.00;1114.51.2.7.00.00;1114.51.2.7.00.00;1114.51.2.7.00.00;;;;;;24000000000000252;1;
1114.51.2.8.00.00;ADICIONAL ISS-COMBATE  POBREZA- DÍVIDA ATIVA JUROS;7;;111451280000;ADICIONAL ISS – FUNDO MUNICIPAL DE COMBATE À POBREZA – DÍVIDA ATIVA – JUROS COM DESTINAÇÃO DIFERENCIADA POR LEGISLAÇÃO PERTINENTE;S;A;S;1114.51.2.8.00.00;;;;;1000.00.0.0.00.00;1100.00.0.0.00.00;1110.00.0.0.00.00;1114.00.0.0.00.00;1114.51.0.0.00.00;1114.51.2.0.00.00;1114.51.2.8.00.00;1114.51.2.8.00.00;1114.51.2.8.00.00;;;;;;24000000000000253;1;
